0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,-0.0,0.0,-0.0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,-0.0,0.0,-0.0
0.0,3.0,0.0,0.0,0.99,-0.07,0.03,-0.11,0.5,-1.74,-0.19,2145.0,-2.526885495624556,-8.373912710260063,12.865397842050205
0.0,3.0,0.0,0.0,0.99,-0.08,0.06,-0.11,0.67,-1.82,-0.56,2203.0,-5.795482124572409,-9.910113504310605,13.183267587544043
0.0,3.0,0.0,0.0,0.98,-0.06,0.1,-0.13,0.49,-1.13,-3.29,2262.0,-10.489580677519909,-8.475228428856932,15.892084743117836
0.0,3.0,0.0,0.0,0.98,-0.04,0.15,-0.16,2.77,2.13,2.93,2318.0,-16.16403565504138,-7.4861501992718535,19.609727776729134
0.0,3.0,0.0,0.0,0.97,-0.05,0.16,-0.17,2.95,0.95,-0.25,2373.0,-17.09862792863,-9.133459738091243,21.25703731554853
0.0,3.0,0.0,0.0,0.97,-0.07,0.17,-0.17,2.92,2.55,-0.65,2429.0,-17.75228923937307,-11.68613047895782,21.712357989029435
0.0,3.0,0.0,0.0,0.97,-0.07,0.16,-0.15,2.63,1.87,-0.27,2486.0,-16.928385006493993,-11.145666823548503,19.244830230091264
0.0,3.0,0.0,0.0,0.98,-0.07,0.15,-0.13,2.17,0.59,0.08,2544.0,-15.932803815287668,-10.508539419073575,16.58733855692742
0.0,3.0,0.0,0.0,0.98,-0.07,0.13,-0.1,-1.76,-4.04,-1.92,2603.0,-14.045538407531442,-9.761774775042246,12.858090172998182
0.0,3.0,0.0,0.0,0.98,-0.09,0.13,-0.1,2.31,-1.14,-0.13,2659.0,-13.762294316586885,-12.083995596315836,13.11632405584551
0.0,3.0,0.0,0.0,0.98,-0.09,0.13,-0.12,2.4,2.7,1.01,2716.0,-13.488291262181107,-12.329372104230037,15.425687502185976
0.0,3.0,0.0,0.0,0.98,-0.08,0.12,-0.13,1.19,0.43,2.9,2772.0,-12.40427128119839,-11.11973493063374,16.324859335633352
0.0,3.0,0.0,0.0,0.98,-0.11,0.1,-0.12,0.99,0.12,1.19,2828.0,-9.795226146760909,-14.116873955689192,15.177876589036812
0.0,3.0,0.0,0.0,0.98,-0.13,0.09,-0.11,0.48,0.45,0.0,2884.0,-8.520914929286677,-16.162397133381845,14.020748223807914
0.0,3.0,0.0,0.0,0.98,-0.15,0.07,-0.11,0.63,-0.46,0.33,2941.0,-5.9816774558787404,-18.127037304474324,13.763754497371393
0.0,3.0,0.0,0.0,0.98,-0.19,0.05,-0.11,1.31,0.42,-0.81,2998.0,-3.1863150498706414,-22.31993778527415,13.437455406408525
0.0,3.0,1.0,0.0,0.97,-0.19,0.04,-0.11,0.51,0.42,-0.13,3056.0,-2.070894903982142,-22.407520832773876,13.3498723589088
0.0,3.0,1.0,0.0,0.98,-0.19,0.05,-0.1,0.11,0.17,-0.13,3115.0,-3.409094169588542,-22.312682417338138,12.32519444569135
0.0,3.0,1.0,0.0,0.98,-0.17,0.05,-0.09,0.46,0.86,-1.17,3171.0,-3.865052447850097,-20.0606333281436,11.17815094927797
0.0,3.0,1.0,0.0,0.98,-0.16,0.07,-0.07,0.99,0.67,-0.23,3227.0,-6.6200171668594185,-19.08338670205858,9.285201794483049
